source,product,rating,title,review_text,reviewer,date
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display issue,", Samastipur District",shubham rjp,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Display is not able to garranty.,which time will be going to trouble in this...,Mintu Das,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Product is good!,I like watch display is very good and smooth touch.!!,Sweety  Tirkey,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,"...for Regular use
1.The product was nice",". Call functions accept, reject, dial is goo...",Praveen Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Worth of money 🤑,".
Good connectivity .
Fit in wrist.
Free siz...",· 11 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Sweety  Roy,"It's really very good product and display is awesome!! 
...",Sweety  Roy,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Verynice product superb display.,.nice finishing love this product,Mahesh Tate,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Ashutosh  Sharma,Very nice watch I brought it and I like very much 😁 better 4 days and display nice almond displa...,Ashutosh  Sharma,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Flipkart Customer,it is very useful think and it display is full screen I like it,Flipkart Customer,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Dharani M,Everything is good but display sensitivity is slow.,Dharani M,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Its display is very good.,...lasts for 6 to 7 days with normal use.,· 10 months ago,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Virendra Kanaujiya,"Very Good Product
1-Calling Voice Good
2-Larg Display
3-Touch Activity Good
4-All Part are Working...",Virendra Kanaujiya,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,...Battery back up approximately 7 days.,Display could have been better for a sunny day.,RONNIE   THOMAS,
flipkart,"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, ",,Very very good,"Speaker is loud
And the battery is good",Amaan Khan,
flipkart,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB) (4 GB RAM)",,ajit kumar,Camera quality is very poor don't buy after seeing 50 mp Camera it's working like 32mp,ajit kumar,
flipkart,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB) (4 GB RAM)",,DEEPAK KUMAR  LAKHER,Camera Quality very bad,DEEPAK KUMAR  LAKHER,
flipkart,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB) (4 GB RAM)",,the camera was not good,...product.everytime hang  and poor performance.,Sobin Sabu,
flipkart,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB) (4 GB RAM)",,Camera is only 32mp not 50 as discrib,Don't buy this phone total waste of money,Nishant TUNWAAL,
flipkart,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB) (4 GB RAM)",,camera not good,Krushna Uttamrao More,", Jalna District",
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Nayan  Ghorai,This Phone Camera And Battery Is Very Good Quality This Is Mid Range Price Best Phone,Nayan  Ghorai,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Vinoth Kumar,Camera is very very worst in this buget overall phone is good in 4g segment,Vinoth Kumar,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,".
Value for money",Primary camera is good.,Sumana  Roy,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Flipkart Customer,Camera quality too poor,Flipkart Customer,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Good camera,"Very good battery
Lock very nice
Parformance...",SAMIM SHAH,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Great camera and features,Wonderful product to have.,Tarun Customer,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Sulaiman Farooqui,If the camera is not the centre of your attention then you may by this mobile at any cost.,Sulaiman Farooqui,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Ranjan Sarma,"Product is good , camera is not too good , battery backup is good ....",Ranjan Sarma,
flipkart,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB) (4 GB RAM)",,Sai Supraja  Gadige,...It is good for parents who wants normal camara with more storage and battery,Sai Supraja  Gadige,
